work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
17986316,One Life Saved,Teen And Up Audiences,Gen,"Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars - All Media Types","Ezra Bridger & Ahsoka Tano, Kanan Jarrus & Ezra Bridger","Ahsoka Tano, Ezra Bridger, Kanan Jarrus","Fix-It, Fix-It of Sorts, semi canon compliant, like this literally changes nothing about the overall sw story, Episode: s04e13 A World Between Worlds, Mortis (Star Wars), Daughter!Ahsoka, Ahsoka Tano Needs a Hug",English,2019-03-03,Completed,2019-03-03,812,1/1,3,40,7,612
5692057,Rain and Memories,General Audiences,F/F,Star Wars: Rebels,Ketsu Onyo/Sabine Wren,"Sabine Wren, Ketsu Onyo",,English,2016-01-11,Completed,2016-01-11,622,1/1,5,39,2,407
9615200,Trapped,Explicit,"F/F, F/M, M/M","Star Wars - All Media Types, Star Wars: Rebels","The Inquisitor & Kanan Jarrus, Ezra Bridger & Kanan Jarrus, Ezra Bridger/The Inquisitor","Ezra Bridger, Hera Syndulla, Kanan Jarrus, Sabine Wren, Storm Troopers - Character, Kallus | ISB-021, C1-10P | Chopper, Zeb","AU, Adult Language, Past Relationships, Torture, May contain triggers, Betrayal",English,2017-02-07,Updated,2017-02-12,2566,3/?,15,39,1,1795
21128153,To Take Those Steps I Never Have,General Audiences,,"Star Wars: Rebels, Star Wars - All Media Types","Kanan Jarrus/Hera Syndulla, Ezra Bridger & Kanan Jarrus, Depa Billaba & Kanan Jarrus","Kanan Jarrus, Hera Syndulla, Ezra Bridger, Sabine Wren, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Depa Billaba, Mace Windu","Hurt/Comfort, Emotional Hurt/Comfort, Found Family, Space family, Everyone Needs A Hug, Vignette",English,2019-10-22,Updated,2019-10-22,1699,1/5,4,39,1,237
17649107,That Empty Void,General Audiences,Gen,Star Wars: Rebels,"Hera Syndulla & Sabine Wren, Jacen Syndulla & Sabine Wren, Hera Syndulla & Jacen Syndulla","Sabine Wren, Jacen Syndulla, Hera Syndulla","Pain, Sabine As A Big Sister, Parental Hera Syndulla, Loss of Parent(s), Takes places soon after the liberation of Lothal, Don't copy to another site",English,2019-02-03,Completed,2019-02-03,1547,1/1,4,39,null,243
15426783,Space Waffles Cafe: Waffles from out of this world!,Teen And Up Audiences,"F/M, M/M","Star Wars: Rebels, Star Wars - All Media Types","Alexsandr Kallus/Garazeb ""Zeb"" Orrelios, Kanan Jarrus/Hera Syndulla","Garazeb ""Zeb"" Orrelios, Alexsandr Kallus, Kanan Jarrus, Hera Syndulla, Sabine Wren, Ezra Bridger","Alternate Universe - Modern Setting, Alternate Universe - Coffee Shops & Cafes, Wafflr Shop, Alternate Universe, kalluzeb - Freeform, kanera - Freeform, Space family",English,2018-07-25,Completed,2018-07-25,718,1/1,18,39,3,469
7669120,Reasonable Suspension,General Audiences,F/M,"Star Wars: Rebels, Star Wars Episode IV: A New Hope","Kanan Jarrus & Hera Syndulla, Kanan Jarrus/Hera Syndulla","Kanan Jarrus, Hera Syndulla, Luke Skywalker unnamed but mentioned","A New Hope era, Post Battle of Yavin, UST, Almost Kiss",English,2016-08-25,Completed,2016-08-25,745,1/1,10,39,5,614
6757381,Conflicted,General Audiences,F/M,"Star Wars: Rebels, Star Wars - All Media Types","The Inquisitor & Maketh Tua, The Inquisitor/Maketh Tua","Maketh Tua, The Inquisitor (Star Wars)",dark side of the force,English,2016-05-05,Completed,2016-05-05,594,1/1,1,39,2,468
3610197,THAT Little Black Dress,General Audiences,"F/M, Gen","Star Wars: Rebels, Star Wars - All Media Types","Kanan Jarrus & Hera Syndulla, Kanan Jarrus/Hera Syndulla","Kanan Jarrus, Hera Syndulla",Humor,English,2015-03-25,Completed,2015-03-25,245,1/1,3,39,4,1168
17648828,Connection,General Audiences,F/M,"Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Hera Syndulla, Kanan Jarrus, C1-10P | Chopper","Pining, Friends to Lovers, we all survived the polar vortex, have some warm Kanera to warm up and celebrate, demisexual Hera, Cuddles, Touch-Starved",English,2019-02-03,Completed,2019-02-03,2233,1/1,11,39,2,322
10515387,Star wars chubby prompts,Not Rated,,"Star Wars - All Media Types, Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types","Padme Amidala/Anakin Skywalker, Leia Organa/Han Solo","Ezra Bridger, Sabine Wren, Kanan Jarrus, Finn (Star Wars), Rey (Star Wars), Anakin Skywalker, Obi-Wan Kenobi, Padme Amidala, Ben Solo, Leia Organa, Han Solo, Luke Skywalker, Chewbacca (Star Wars)","Weight Gain, Chubby prompts, For the good of the internet, I have no shame, Chubby Kink, Send me a request please, Fluff, Body Confidence, fat appreciation, Weight Issues",English,2017-04-01,Updated,2018-08-01,3079,5/?,23,39,2,2919
11351703,What Matters Now,General Audiences,Gen,Star Wars: Rebels,,"Ezra Bridger, Kanan Jarrus, C1-10P | Chopper","Alternate Universe - Canon Divergence, Post-Episode: s02e21-22 Twilight of the Apprentice, Chopper cares about his people, imagined description of eye injury, cameos by Hera and Zeb, Ezra is in denial, you don't keep telling yourself you're fine if you're actually fine",English,2017-06-29,Completed,2017-06-29,1597,1/1,4,39,5,439
11612052,Blue,Mature,M/M,Star Wars: Rebels,Thrawn | Mitth'raw'nuruodo/Maximilian Veers,"Thrawn | Mitth'raw'nuruodo, Maximilian Veers","Frottage, Crossdressing, Art, Language Kink",English,2017-07-25,Completed,2017-07-25,1091,1/1,3,39,1,382
13862850,It's Over,General Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types",Ezra Bridger & Kanan Jarrus,Ezra Bridger,"Post-Series, canonical death, Grieving, celebration, End of Return of the Jedi, Jedi Night spoilers",English,2018-03-04,Completed,2018-03-04,520,1/1,5,39,1,340
16668619,The Answer,Mature,M/M,Star Wars: Rebels,"Alexsandr Kallus/Garazeb ""Zeb"" Orrelios","Alexsandr Kallus, Garazeb ""Zeb"" Orrelios, Hera Syndulla, Jacen Syndulla, CT-7567 | Rex, Zeb's grandmother, Original Stormtrooper Character(s), Original Characters, Jarek Yeager","Marriage Proposal, Meeting the Parents, Fiancees - Freeform, Violence, Execution, Torture, Non-Explicit Sex, Weddings, Wedding Night",English,2018-12-01,Completed,2019-12-05,64173,18/18,23,39,7,1724
10860036,Star Wars Rebels: Shadows Still Remain,Not Rated,F/M,Star Wars: Rebels,Kanan Jarrus & Hera Syndulla,"Kanan Jarrus, Hera Syndulla","IN SPACE!, Emotional Hurt/Comfort, Fights, Fluff and Angst, kanera - Freeform",English,2017-05-09,Completed,2017-05-09,2563,1/1,8,39,3,497
15126443,A Little Extra Time Alone,Explicit,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Alley Sex, Alley Blow Jobs, Cunnilingus, Plot What Plot/Porn Without Plot, Episode: s04e03 The Occupation, Caught in the Act",English,2018-07-01,Completed,2018-07-01,1810,1/1,4,40,7,919
17445980,The Talk,Teen And Up Audiences,F/M,"Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla, Ezra Bridger, C1-10P | Chopper","Awkward Kanan, Space Parents, Chopper Gets It, Set Early in S01, the facts of life - Freeform, the birds and the bees, Ezra Likes to Eat, Kanan's Concerned and Miffed about It, My First Work in This Fandom",English,2019-01-17,Completed,2019-01-17,1031,1/1,14,39,2,464
16081388,And So It Goes,Teen And Up Audiences,F/M,"Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Angst, Romance, Idiots in Love, Pining, Love Confessions",English,2018-09-24,Completed,2018-09-24,772,1/1,2,39,null,222
11057802,Monologue,Explicit,M/M,"Star Wars - All Media Types, Star Wars: Rebels","Kallus | ISB-021/Yogar Lyste, Kallus | ISB-021 & Garazeb ""Zeb"" Orrelios, Kallyste, Kalluzeb (ambiguous)","Kallus | ISB-021, Yogar Lyste, Garazeb ""Zeb"" Orrelios, CT-7567 | Rex, Wedge Antilles, Hera Syndulla","Can be taken as pre-slash for Kalluzeb, Rimming, Oral Sex, blowjob, Anal Fingering, Anal Sex, No Lube, No Condom, unprotected sex, Semi-Public Sex, Post-Episode: s03e21-22 Zero Hour, Lyste joins the Alliance, Cumplay, Feelings, Episode: s03e17 Through Imperial Eyes",English,2017-05-31,Completed,2017-05-31,4875,1/1,41,39,null,1148
18325571,atlantic city,Teen And Up Audiences,Gen,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars Sequel Trilogy",CT-7567 | Rex & Anakin Skywalker,"CT-7567 | Rex, Anakin Skywalker, Leia Organa","Future Fic, Rex in TLJ, Force Ghosts, Ambiguous Relationships",English,2019-04-02,Completed,2019-04-02,7542,1/1,4,39,6,405
12711453,Hemostasis,Teen And Up Audiences,F/M,"Star Wars - All Media Types, Star Wars: Rebels","Alexsandr Kallus/Reader, Kallus | ISB-021/Reader","Alexsandr Kallus, You, Kallus | ISB-021","Graphic Descriptions of Injuries, perhaps anyway?, total inability to calculate hyperspace travel time, Doctor!Reader, in which i get nerdy about star wars and medicine",English,2017-11-13,Updated,2017-11-13,4363,1/?,15,39,4,468
16883958,An Accidental Interruption,Teen And Up Audiences,F/M,Star Wars: Rebels,"Kanan Jarrus/Hera Syndulla, Garazeb ""Zeb"" Orrelios & Sabine Wren, Cham Syndulla & Hera Syndulla","Sabine Wren, Garazeb ""Zeb"" Orrelios, Cham Syndulla, Hera Syndulla, Kanan Jarrus","In-Laws, Awkwardness, Walking In On Someone, Sabine is Grounded, Fluff, -Ish, Embarrassment",English,2018-12-06,Completed,2018-12-06,1436,1/1,4,39,null,392
14971625,Family Reunion,General Audiences,"F/M, M/M",Star Wars: Rebels,"kanera - Relationship, Kanan Jarrus/Hera Syndulla, Alexsandr Kallus/Garazeb ""Zeb"" Orrelios, Alexsandr Kallus/ Garazeb Orrelios (Mentioned only)","Hera Syndulla, Kanan Jarrus, Jacen Syndulla","Kanan Lives, Because Fuck Filoni, Family Feels, Family Fluff",English,2018-06-19,Completed,2018-06-19,783,1/1,3,39,3,539
20509019,Ghost,General Audiences,Gen,"Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types","Anakin Skywalker & Ahsoka Tano, Ahsoka Tano & Sabine Wren","Anakin Skywalker, Ahsoka Tano, Sabine Wren","Force Ghost(s), Force Ghost Anakin Skywalker, Post-Star Wars: Return of the Jedi, Post-Star Wars: Rebels, Ficlet, One Shot",English,2019-09-03,Completed,2019-09-03,620,1/1,2,39,3,563
19871326,What They Deserve,General Audiences,M/M,"Star Wars: Resistance (Cartoon), Star Wars: Rebels, Star Wars - All Media Types","Alexsandr Kallus/Garazeb ""Zeb"" Orrelios, Jacen Syndulla & Kazuda Xiono","Kazuda Xiono, Jacen Syndulla, Garazeb ""Zeb"" Orrelios, Alexsandr Kallus",kalluzeb - Freeform,English,2019-07-20,Completed,2019-07-20,583,1/1,4,39,3,476
15848667,lines of dust and sweat (just to feel like you),Teen And Up Audiences,"F/M, Gen","Star Wars - All Media Types, Star Wars: Rebels",Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Canon-Typical Violence, Pre-Star Wars: Rebels, Self-Hatred, Emotional Baggage, Codenames",English,2018-08-31,Completed,2018-08-31,2324,1/1,4,39,2,255
16185083,Learning to Trust,General Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types",,"Ezra Bridger, Kanan Jarrus, Garazeb ""Zeb"" Orrelios, Hera Syndulla","Whumptober 2018, Hurt/Comfort, Injury, Blood Loss, Whump, Don't copy to another site",English,2018-10-04,Completed,2018-10-04,1811,1/1,4,39,5,597
11997396,The Recruiter,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels",,"Kanan Jarrus, Original Characters","Jedi recruitment, Implied/Referenced Domestic Violence, Adoption Angst",English,2017-09-04,Completed,2017-09-04,5379,1/1,7,39,6,216
13766061,Echos,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels",Ezra Bridger & Kanan Jarrus,Ezra Bridger,"'Jedi Night' and 'Dume' spoilers, Flashbacks",English,2018-02-22,Completed,2018-02-22,2232,1/1,4,39,5,341
15551166,[podfic] Moonbeam,General Audiences,F/M,"Star Wars - All Media Types, Star Wars: Rebels","Kanan Jarrus/Hera Syndulla, Hera Syndulla & Sabine Wren","Sabine Wren, Hera Syndulla, Kanan Jarrus","Podfic, Fluff, Miscommunication, Pinup Art, Kanan Jarrus: Jedi Pinup Girl, TODAY IS MY 8TH PODFICIVERSARY!",English,2018-08-11,Completed,2018-08-11,34,1/1,null,39,null,178
10525404,Shadows of Fear,General Audiences,Gen,Star Wars: Rebels,Hera Syndulla & Sabine Wren,"Hera Syndulla, Sabine Wren","Hurt/Comfort, Nightmares, Episode: s03e11 Visions and Voices, Space family",English,2017-04-02,Completed,2017-04-02,681,1/1,15,39,null,401
13382580,Ezra's Upbringing,Teen And Up Audiences,,Star Wars: Rebels,,"Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, Ahsoka Tano","Friendship, Backstory, the streets, Family, Hurt/Comfort",English,2018-01-15,Updated,2019-05-12,14242,12/?,36,39,10,2009
20388496,This could be paradise,Not Rated,"F/M, M/M","Star Wars - All Media Types, Star Wars: Rebels, Star Wars Original Trilogy","Ezra Bridger/Luke Skywalker, Leia Organa/Han Solo, Kanan Jarrus/Hera Syndulla, Leia Organa & Luke Skywalker","Luke Skywalker, Leia Organa, Ezra Bridger, Han Solo, Chewbacca, R2-D2, C-3PO, Mon Mothma, Sosha Soruna, Anakin Skywalker, Padme Amidala, Hera Syndulla, Kanan Jarrus, Garazeb ""Zeb"" Orrelios, Sabine Wren, Admiral Gial Ackbar","Naboo - Freeform, Planet Naboo (Star Wars), Naboo Culture and Customs (Star Wars), Drama, Politics, Negotiations, Fluff, Post-Star Wars: Return of the Jedi",English,2019-08-25,Completed,2019-08-25,11334,1/1,2,39,2,593
7672579,The Odd Hours I Keep,Teen And Up Audiences,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla, Okadiah Garson, C1-10P | Chopper, Skelly (Star Wars), Zaluna Myder, Garazeb ""Zeb"" Orrelios, Ezra Bridger, Sabine Wren","A New Dawn AU, Alternate Universe - Coffee Shops & Cafes, Alternate Universe - College/University, long fic, I May Never Finish This, tags will be added as the chapters are posted",English,2016-08-04,Updated,2016-10-07,19806,5/?,22,39,11,657
4455158,Making New Friends - Lost Souls prequel 1,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels",,"Ezra Bridger, Sabine Wren, Garazeb ""Zeb"" Orrelios",,English,2015-07-29,Completed,2015-07-29,1921,1/1,3,39,7,513
6465658,Twilight of the Apprentice: Part 3,General Audiences,Gen,Star Wars: Rebels,,"Ahsoka Tano, Anakin Skywalker | Darth Vader, Darth Sidious",,English,2016-04-05,Completed,2016-04-05,5287,1/1,5,39,8,554
9311582,Spark,General Audiences,M/M,"Star Wars - All Media Types, Star Wars: Rebels","Kallus | ISB-021/Garazeb ""Zeb"" Orrelios","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios",,English,2017-01-13,Completed,2017-01-13,585,1/1,2,39,2,896
10250996,The Hope only found on Tatooine,General Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types",,"Darth Maul, Obi-Wan Kenobi","the twin suns, Tatooine, what I am going to pretend that happened there, written instead of studying and with no beta, probably a bit OOC, former sith lord vs former jedi master, sand, Desert, maul is looking for hope",English,2017-03-12,Completed,2017-03-12,1172,1/1,6,39,3,311
14517879,The Silence of Growing Things,Teen And Up Audiences,F/M,"Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla, Ezra Bridger","Implied/Referenced Character Death, Love, Love Confessions, Angst, Coping, Blindness, Idiots in Love, Requited Love, Requited Unrequited Love",English,2018-05-02,Completed,2018-05-02,4335,1/1,6,39,3,364
12173232,The Teacher,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels","Luke Skywalker & Darth Vader, Luke Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Luke Skywalker, Luke Skywalker & Grand Inquisitor, Luke Skywalker & Mace Windu, Luke Skywalker & Kanan Jarrus","Luke Skywalker, Anakin Skywalker | Darth Vader, Ahsoka Tano, Grand Inquisitor (Star Wars), Obi-Wan Kenobi, Inquisitor(s) (Star Wars), Sith Inquisitor, Mace Windu, Kanan Jarrus","Training, What-If, AU or not AU, Could Be Canon, Inquisitor Luke, Jedi Luke, Sith Luke Skywalker, Master & Padawan Relationship(s), Teachers, Teacher-Student Relationship, Father-Son Relationship, Canon Compliant, Alternate Universe - Canon Divergence, Pre-Canon, Lightsabers",English,2017-09-24,Completed,2017-09-24,307,1/1,2,39,1,1152
18689266,Heart of a Rebel [podfic],Teen And Up Audiences,Gen,Star Wars: Rebels,"Alexsandr Kallus/Garazeb ""Zeb"" Orrelios, Alexsandr Kallus & Garazeb ""Zeb"" Orrelios, Kallus | ISB-021 & Ghost Crew","Alexsandr Kallus, Garazeb ""Zeb"" Orrelios, Kanan Jarrus, Hera Syndulla, Ezra Bridger, Sabine Wren","Spoilers, Post-Zero Hour, Post-Finale, Aftermath, Spies & Secret Agents, traitors, Rebels, Loyalty, Identity Issues, Guilt, past genocide, Survival, Survivor Guilt, Comfort, Camaraderie, Friendship, New Beginnings, Hopeful Ending, Podfic, Podfic Length: 45-60 Minutes, Audio Format: MP3, Audio Format: Streaming",English,2019-05-11,Completed,2019-05-11,83,1/1,2,39,1,290
15543510,[podfic] Heart's Blood,General Audiences,F/F,"Star Wars - All Media Types, Star Wars: Rebels",Ketsu Onyo/Sabine Wren,"Sabine Wren, Ketsu Onyo","Podfic, Pre-Canon, Pre-Star Wars: Rebels, Pre-Relationship, courting gifts, Mandalorian Culture, Mando'a, foreboding symbolism, Animal Harm, Animal Death, It's almoat my 8th podficiversary!",English,2018-08-08,Completed,2018-08-08,41,1/1,null,39,null,157
13503531,An Old Recipe,General Audiences,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Pre-Star Wars Rebels: Spark of Rebellion, Fluff, Kanan is a great cook and Hera can't cook to save her life, can be read as platonic if you want tbh, Really really really short",English,2018-01-28,Completed,2018-01-28,550,1/1,15,39,5,323
16796575,An Ever-Fixed Mark,Teen And Up Audiences,F/M,Star Wars: Rebels,Ahsoka Tano/Darth Vader,"Ahsoka Tano, Darth Vader, Anakin Skywalker | Darth Vader",,English,2018-12-01,Completed,2018-12-01,300,1/1,5,39,2,802
13639491,Fire in the Sky,General Audiences,F/M,Star Wars: Rebels,"Kanan Jarrus/Hera Syndulla, Space Family (Star Wars Rebels)","Hera Syndulla, Garazeb ""Zeb"" Orrelios, Ezra Bridger, Sabine Wren, Kanan Jarrus","space phenomenon thing on ryloth i completely made up, Fluff, kanan is a sappy dork who loves his family, takes place sometime after Homecoming but before Twilight of the Apprentice, super short tbh sorry, lots of fluff coming from me bc i am not ready for season 4",English,2018-02-11,Completed,2018-02-11,442,1/1,1,38,null,355
4452929,Tua/Inquisitor: A Rose Between Two Thorns,General Audiences,F/M,"Star Wars - All Media Types, Star Wars: Rebels, Star Wars: Rise of Empire Era - All Media Types",The Inquisitor & Maketh Tua,"Maketh Tua, The Inquisitor (Star Wars Rebels)","Attempted Sexual Assault, Alternate Universe - Star Wars Setting, Sith, Sith Shenanigans",English,2015-07-29,Completed,2015-07-29,2028,1/1,2,38,2,598
13030344,Can tomorrow wait?,Explicit,M/M,Star Wars: Rebels,Ezra Bridger/Kanan Jarrus,"Kanan Jarrus, Ezra Bridger, Chopper (Star Wars), Garazeb ""Zeb"" Orrelios, Sabine Wren, Hera Syndulla",,English,2017-12-16,Completed,2017-12-16,5041,1/1,2,38,3,1810
6362923,Whole Again,General Audiences,"F/M, Gen","Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla, Sabine Wren, Ezra Bridger, C1-10P | Chopper, Garazeb ""Zeb"" Orrelios, Ahsoka Tano","Space family, Slight Sabezra, Sabine shows a little more depth than she did in the episode, No one is a badass all the time",English,2016-03-26,Completed,2016-03-26,1355,1/1,11,38,5,731
11622552,The Captain's Privilege,Explicit,M/M,"Star Wars: Rebels, Star Wars: Thrawn - Timothy Zahn",Thrawn | Mitth'raw'nuruodo/Eli Vanto,"Eli Vanto, Thrawn - Character",,English,2017-07-26,Updated,2017-07-27,3069,3/?,15,38,3,1087
10557828,Stolen Idols,General Audiences,,Star Wars: Rebels,,Thrawn | Mitth'raw'nuruodo,,English,2017-04-07,Completed,2017-04-07,1530,1/1,3,38,2,231
16211369,"""No, Stop""",General Audiences,,Star Wars: Rebels,"Ezra Bridger & Garazeb ""Zeb"" Orrelios","Ezra Bridger, Garazeb ""Zeb"" Orrelios","Whumptober, Oneshot, Drabble, Season 1, zeb is still figuring out how this 'big brother' thing works, ezra's had a shitty past",English,2018-10-06,Completed,2018-10-06,493,1/1,null,38,1,405
13894659,A Choice Worth Dying For,General Audiences,,"Star Wars - All Media Types, Star Wars Original Trilogy, Star Wars: Rebels",,"CT-7567 | Rex, Leia Organa, Luke Skywalker","The Author Regrets Everything, I Wrote This Instead of Sleeping, I'm Sorry, I Don't Even Know, Post-Star Wars: Return of the Jedi, Pre-Star Wars: The Force Awakens",English,2018-03-07,Completed,2018-03-07,1918,1/1,7,38,10,446
13103310,Aftershocks,Explicit,"F/F, F/M","Star Wars: Rebels, Star Wars: Rebellion Era - All Media Types","Kanan Jarrus/Hera Syndulla, Sabine Wren/Original Male Character(s), Sabine Wren / Amilyn Holdo, Lux Bonteri/Ahsoka Tano","Hera Syndulla, Kanan Jarrus, Sabine Wren, Ezra Bridger, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Ahsoka Tano, Amilyn Holdo, Saw Gerrera",Sexual Content,English,2017-12-22,Updated,2018-02-11,5032,6/?,13,38,null,1795
14231319,Feels Like Home,General Audiences,M/M,"Star Wars - All Media Types, Star Wars: Rebels","Alexsandr Kallus/Garazeb ""Zeb"" Orrelios, C1-10P | Chopper & Alexsandr Kallus","Alexsandr Kallus, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper","kalluzeb - Freeform, Fluff, Romance, Dancing, Rebels, Ghost Crew - Freeform, Music, Bonding, Yavin 4, Enemies to Friends to Lovers, Between Seasons/Series, Home",English,2018-04-06,Updated,2018-04-06,668,1/?,11,38,4,541
6179443,The Only Way,Teen And Up Audiences,Gen,Star Wars: Rebels,Kanan Jarrus & Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Angst, Hurt/Comfort",English,2016-03-06,Completed,2016-03-06,531,1/1,1,38,6,544
17631302,Just Like Old,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels",,"Hera Syndulla, Ahsoka Tano, Jacen Syndulla","Fluff, Community: halfamoon",English,2019-02-02,Completed,2019-02-02,100,1/1,12,38,6,276
13878678,A Moment,General Audiences,Gen,"Rogue One: A Star Wars Story (2016), Star Wars: Rebels, Star Wars - All Media Types",Ezra Bridger & Jyn Erso,"Ezra Bridger, Jyn Erso, mention of other RO/Rebels characters","Post-A World Between Worlds, Mid-Rogue One, Post-Star Wars: Rebels, First Meetings, Ezra senses Things in the Force, A Possible Future, Canon-Compliant possibly until the Rebels finale",English,2018-03-05,Completed,2018-03-05,794,1/1,2,38,2,408
14030178,Always with you,General Audiences,F/M,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars Original Trilogy, Star Wars: Rebels, Star Wars Rebels","Kanan Jarrus/Hera Syndulla, Kanan Jarrus & Hera Syndulla, kanera - Relationship","Kanan Jarrus, Hera Syndulla, Cham Syndulla, Jacen Syndulla, Sabine Wren, Zeb Orrelios","Family, Star Wars Rebels Spoilers, right in the feels, ghost - Freeform, Phoenix Squadron - Freeform, pilot, Jedi, Rebellion, Fluff, SWR, i cried honestly, Fanfiction, Short Story",English,2018-03-20,Completed,2018-03-25,2704,3/3,4,38,1,645
21107108,I can make the stars dance for you,Not Rated,"F/M, M/M","Star Wars - All Media Types, Star Wars: Rebels, Star Wars Original Trilogy","Ezra Bridger/Luke Skywalker, Leia Organa/Han Solo","Ezra Bridger, Luke Skywalker, Leia Organa, Han Solo, Chewbacca, R2-D2, C-3PO, Kanan Jarrus, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, Chopper, Mon Mothma, Wedge Antilles, Anakin Skywalker, Sheev Palpatine | Darth Sidious","Tatooine, Lothal, Bespin, Drama, Adventure, Family Drama, Lightsaber Battles, mission, Romance, Fluff, too much to tag, Post-Star Wars: Return of the Jedi",English,2019-10-20,Completed,2019-10-20,13330,1/1,7,38,4,506
16402145,"[podfic] kiss now, details later",General Audiences,F/F,"Star Wars: Rebels, Star Wars Original Trilogy, Star Wars: Rebellion Era - All Media Types, Star Wars - All Media Types",Leia Organa/Sabine Wren,"Sabine Wren, Leia Organa, Ezra Bridger","Podfic, Multi-voice Podfic, Podfic Collaboration, Fake/Pretend Relationship, canon??? what canon, they're both super gay and i love them, leia joined the ghost fam at some point, she and sabine are roommates, Banter, they're both hella into each other but Just Don't Realize it, Someone Help Them, Podfication 2018",English,2018-10-25,Completed,2018-10-25,73,1/1,2,38,null,293
20938211,Food Thief,General Audiences,Gen,Star Wars: Rebels,Ezra Bridger & Hera Syndulla,"Ezra Bridger, Hera Syndulla","Fluff, Food, Family, Family Fluff, Post-Episode:s01e04 Fighterflight, Stealing, er... ""stealing"", Ezra is still adjusting to having a family, Ficlet",English,2019-10-07,Completed,2019-10-07,532,1/1,null,38,1,294
8478538,Art Lesson,General Audiences,F/M,Star Wars: Rebels,Ezra Bridger/Sabine Wren,"Ezra Bridger, Sabine Wren",,English,2016-11-05,Completed,2016-11-05,803,1/1,4,38,2,1068
10959093,Good to have a #hotkallus on a cold night,Explicit,M/M,Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios",,,English,2017-05-21,Completed,2017-05-21,1143,1/1,2,38,1,1430
13957902,Things that Can't Make Sense,General Audiences,Gen,Star Wars: Rebels,Ezra Bridger & Kanan Jarrus,"Ezra Bridger, Kanan Jarrus","Alternate Universe - Canon Divergence, Implied/Referenced Child Abuse, Found Family, Father-Son Relationship, Autistic Character, Autistic Ezra Bridger",English,2018-03-13,Completed,2018-03-13,1548,1/1,2,38,2,731
12137436,children of the force,Teen And Up Audiences,"Gen, Multi","Star Wars - All Media Types, Star Wars Legends - All Media Types, Star Wars Sequel Trilogy, Star Wars: Rebels, Star Wars: The Clone Wars (2008) - All Media Types",Ben Solo & Jaina Solo,"Ben Solo | Kylo Ren, Jaina Solo, Finn (Star Wars), Thrawn | Mitth'raw'nuruodo, Rae Sloane, Rey (Star Wars)","Heavy Angst, Force Visions, Alternate Universe - Canon Divergence, The death is just in a vision, Fake Character Death, Character Study, Force-Sensitive Finn",English,2017-09-19,Updated,2017-10-04,4485,4/?,26,38,3,490
13621764,either he's in trouble or he's going to be,Teen And Up Audiences,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Mild Blood, mild whump, Pre-Star Wars: Rebels, Hurt/Comfort, Kanan Should Really Not Be Allowed In A Bar Unsupervized",English,2018-02-09,Completed,2018-02-09,900,1/1,null,38,3,339
